geometry,elevation,chainage
POINT (614761.2296973733 5470558.908002442),58.33785629,1040563.458
POINT (614751.4707817686 5470545.927515907),58.39874649,1040579.698
POINT (614741.7118188286 5470532.947047708),58.49993896,1040595.937
POINT (614731.9528085574 5470519.966597849),58.64417267,1040612.177
POINT (614722.1937509514 5470506.986166326),58.58485794,1040628.417
POINT (614712.4346460146 5470494.005753143),58.47019577,1040644.657
POINT (614702.3572673155 5470481.732286209),58.73020172,1040660.61
POINT (614690.8621014872 5470472.608308464),58.65039825,1040675.286
POINT (614679.3668974143 5470463.484355544),58.73841476,1040689.962
POINT (614667.9151875777 5470454.263714389),58.77960205,1040704.677
POINT (614658.1553392978 5470441.284309357),58.06059265,1040720.917
POINT (614648.3954436888 5470428.304922665),57.37960052,1040737.156
POINT (614638.635500747 5470415.325554314),56.24100113,1040753.396
POINT (614628.8755104765 5470402.346204301),55.58020401,1040769.635
POINT (614619.1154728737 5470389.366872629),55.6205864,1040785.875
POINT (614609.3553879404 5470376.387559297),58.06900024,1040802.114
POINT (614599.5952556788 5470363.408264305),58.95860291,1040818.354
POINT (614589.8350760851 5470350.428987654),59.56980515,1040834.593
POINT (614580.0748491632 5470337.449729342),59.59000397,1040850.833
POINT (614570.3145749096 5470324.470489372),58.1105957,1040867.072
POINT (614560.5542533282 5470311.491267742),58.08117676,1040883.312
POINT (614553.6329204517 5470295.51638267),59.22939682,1040901.132
POINT (614543.8577538185 5470282.563099728),62.28800201,1040917.36
POINT (614534.0825398876 5470269.609835179),71.39440918,1040933.588
POINT (614524.307278659 5470256.656589018),79.26040649,1040949.816
POINT (614512.3535640056 5470249.223527461),79.03979492,1040963.992
POINT (614500.2009722707 5470242.294376899),78.18100739,1040977.982
POINT (614487.8278012997 5470236.580306116),77.49019623,1040991.728
POINT (614474.9722698139 5470233.523588007),77.01940155,1041004.942
POINT (614462.1167249973 5470230.466900292),76.72019958,1041018.155
POINT (614449.2611668463 5470227.410242965),76.10920715,1041031.369
POINT (614436.4055953644 5470224.353616032),75.61079407,1041044.583
POINT (614423.55001055 5470221.29701949),75.42980194,1041057.797
POINT (614410.6944124011 5470218.240453339),75.06099701,1041071.011
POINT (614397.8388009216 5470215.18391758),74.47980499,1041084.225
POINT (614384.9831761078 5470212.127412213),73.75040436,1041097.439
POINT (614372.1275379632 5470209.070937238),73.30000305,1041110.653
POINT (614371.5600540298 5470194.805194549),73.68019867,1041128.253
POINT (614376.0485241043 5470175.927424707),74.69920349,1041147.657
POINT (614380.5890546157 5470157.077659059),75.73000336,1041167.046
POINT (614377.9464629398 5470144.767255821),75.78980255,1041183.876
POINT (614365.0915999593 5470141.702512832),74.85920715,1041197.091
POINT (614352.236723608 5470138.637800233),74.85960388,1041210.306
POINT (614346.9741849509 5470128.65747781),75.16020203,1041226.228
POINT (614340.0149128938 5470136.28783453),74.80979156,1041243.288
POINT (614335.5157002329 5470155.159847543),74.65939331,1041262.689
POINT (614328.086027171 5470166.338057894),73.65899658,1041279.921
POINT (614315.2312402518 5470163.273004265),73.28858185,1041293.136
POINT (614302.3764399599 5470160.207981025),73.45780182,1041306.351
POINT (614289.5216262953 5470157.142988171),73.53819275,1041319.566
POINT (614276.66679926 5470154.078025707),73.35759735,1041332.781
POINT (614263.81195885 5470151.01309363),73.13879395,1041345.996
POINT (614250.9571050676 5470147.94819194),73.0289917,1041359.212
POINT (614238.1022379126 5470144.883320639),71.49058533,1041372.427
POINT (614225.2473573869 5470141.818479724),71.3996048,1041385.642
POINT (614212.3924634868 5470138.753669197),70.71059418,1041398.857
POINT (614199.5375562159 5470135.68888906),70.39060211,1041412.072
POINT (614186.6826355709 5470132.62413931),69.59078979,1041425.287
POINT (614173.8277015535 5470129.559419947),69.08979797,1041438.503
POINT (614160.9727541636 5470126.494730974),68.46019745,1041451.718
POINT (614148.1177934032 5470123.430072385),67.60019684,1041464.933
POINT (614135.2628192686 5470120.365444185),67.22960663,1041478.148
POINT (614122.4078317618 5470117.300846375),67.23940277,1041491.364
POINT (614109.5528308825 5470114.23627895),67.11038971,1041504.579
POINT (614096.6978166329 5470111.171741915),66.96020508,1041517.794
POINT (614083.8427890093 5470108.107235268),66.57120514,1041531.009
POINT (614070.9877480135 5470105.042759007),66.02999115,1041544.225
POINT (614058.1326936454 5470101.978313136),66.20038605,1041557.44
POINT (614045.2776259071 5470098.913897651),66.69879913,1041570.655
POINT (614032.4225447949 5470095.849512555),68.37859344,1041583.87
POINT (614019.5674503124 5470092.785157847),70.70798492,1041597.086
POINT (614006.7123424561 5470089.720833527),71.51839447,1041610.301
POINT (613996.6674361951 5470079.033770897),72.66660309,1041626.062
POINT (613988.1940660073 5470064.083786365),76.43132782,1041643.246
POINT (613979.7206477739 5470049.133815967),83.67050934,1041660.43
POINT (613971.2471814915 5470034.183859705),80.16156769,1041677.615
POINT (613960.1890391328 5470031.03942573),82.70742035,1041692.605
POINT (613947.4373387455 5470035.630526218),83.14375305,1041706.158
POINT (613934.6856605581 5470040.221656083),82.49984741,1041719.711
POINT (613921.9340045705 5470044.812815329),81.64777374,1041733.264
POINT (613909.182370781 5470049.404003954),81.65304565,1041746.817
POINT (613896.4307591931 5470053.995221957),83.05116272,1041760.37
POINT (613883.6791698053 5470058.58646934),84.42417145,1041773.923
POINT (613870.9070645627 5470062.599498169),85.99699402,1041787.434
POINT (613857.9308318528 5470060.865183703),87.71471405,1041800.526
POINT (613844.9545920165 5470059.130900094),88.40776062,1041813.617
POINT (613831.9783450501 5470057.396647339),89.08068085,1041826.709
POINT (613819.0020909553 5470055.662425441),90.75922394,1041839.8
POINT (613806.025829734 5470053.928234396),90.91765594,1041852.892
POINT (613793.0495613826 5470052.194074207),89.95517731,1041865.984
POINT (613780.0732859031 5470050.459944874),89.16791534,1041879.075
POINT (613767.0970032971 5470048.725846396),88.23375702,1041892.167
POINT (613754.1207135611 5470046.991778774),87.07904053,1041905.259
POINT (613741.144416697 5470045.257742008),87.33117676,1041918.35
POINT (613728.1681127064 5470043.523736097),87.10779572,1041931.442
POINT (613715.191801586 5470041.789761041),86.53012085,1041944.533
POINT (613702.2154833374 5470040.055816841),88.43274689,1041957.625
POINT (613689.2391579626 5470038.321903496),88.60581207,1041970.717
POINT (613676.2628254578 5470036.588021006),88.54528046,1041983.808
POINT (613663.2864858252 5470034.854169372),88.60075378,1041996.9
POINT (613650.3538652427 5470034.880399395),86.8968811,1042010.097
POINT (613637.5188434736 5470038.834759983),83.66824341,1042023.527
POINT (613624.6838411322 5470042.789150377),82.16880035,1042036.957
POINT (613611.6710186866 5470042.069543246),84.72618103,1042050.028
POINT (613598.650114256 5470041.137628313),87.77209473,1042063.082
POINT (613585.6292065041 5470040.205744389),90.62397766,1042076.136
POINT (613572.6082954328 5470039.273891471),93.02980042,1042089.19
POINT (613559.5873810439 5470038.342069559),96.14219666,1042102.245
POINT (613546.5664633338 5470037.410278654),98.49442291,1042115.299
POINT (613533.5455515655 5470036.478300293),99.91444397,1042128.353
POINT (613520.524651887 5470035.545989457),100.3361359,1042141.407
POINT (613507.5037488865 5470034.613709624),100.6784821,1042154.462
POINT (613494.4828425639 5470033.6814608),102.2179031,1042167.516
POINT (613481.4619329192 5470032.74924298),101.5680389,1042180.57
POINT (613468.4410199526 5470031.817056167),101.3718643,1042193.624
POINT (613455.4201036639 5470030.88490036),101.661911,1042206.679
POINT (613442.3991840514 5470029.952775562),101.268074,1042219.733
POINT (613429.3782611206 5470029.020681769),100.3542557,1042232.787
POINT (613416.3573348642 5470028.088618981),99.01528931,1042245.841
POINT (613403.3364052877 5470027.156587202),97.81568909,1042258.896
POINT (613390.3154723893 5470026.224586428),97.28521729,1042271.95
POINT (613377.2945361689 5470025.292616659),97.57663727,1042285.004
POINT (613364.2735966268 5470024.360677897),100.4255142,1042298.058
POINT (613351.252653761 5470023.428770143),96.94667816,1042311.112
POINT (613338.231707577 5470022.496893392),99.39546204,1042324.167
POINT (613325.2107580676 5470021.56504765),95.42914581,1042337.221
POINT (613312.1898052382 5470020.633232914),91.88659668,1042350.275
POINT (613299.168849087 5470019.701449183),88.99993896,1042363.33
POINT (613286.147889614 5470018.76969646),85.8184433,1042376.384
POINT (613273.1269268193 5470017.837974745),83.05397034,1042389.438
POINT (613260.105960703 5470016.906284033),80.56690979,1042402.492
POINT (613247.084991265 5470015.974624329),78.15597534,1042415.547
POINT (613234.0640185053 5470015.042995633),75.73451996,1042428.601
POINT (613221.0430424222 5470014.111397941),74.48179626,1042441.655
POINT (613208.0220630192 5470013.179831254),73.81460571,1042454.709
POINT (613195.0010802946 5470012.248295575),71.93307495,1042467.764
POINT (613181.9800942485 5470011.316790903),68.56168365,1042480.818
POINT (613168.9591048809 5470010.385317237),67.94220734,1042493.872
POINT (613155.9381121916 5470009.453874577),66.98447418,1042506.926
POINT (613142.9171161809 5470008.522462923),64.6887207,1042519.981
POINT (613130.5437311176 5470015.011322199),63.39491272,1042534.036
POINT (613118.1982871474 5470021.820003675),59.9076767,1042548.135
POINT (613105.8528743457 5470028.628712568),59.23137665,1042562.233
POINT (613093.5074927106 5470035.43744888),58.93418884,1042576.332
POINT (613081.1621422459 5470042.246212609),58.3461647,1042590.43
POINT (613068.8168067653 5470049.054931824),58.26203537,1042604.528
POINT (613057.1325893675 5470042.28415936),58.54200363,1042619.055
POINT (613045.5509076684 5470033.40659365),58.59780502,1042633.647
POINT (613033.9693401284 5470024.528601821),60.76363754,1042647.358
POINT (613022.3877365045 5470015.650631138),63.3605423,1042661.06
POINT (613010.806095452 5470006.772685617),62.68606186,1042674.762
POINT (612999.2244169692 5469997.894765254),63.8799324,1042688.465
POINT (612987.6427010545 5469989.016870047),63.17675781,1042702.308
POINT (612976.0609477094 5469980.139000001),59.46524048,1042716.901
POINT (612964.4791569343 5469971.261155113),57.10728073,1042731.494
POINT (612952.8973287311 5469962.383335381),56.96788406,1042746.087
POINT (612941.3154630981 5469953.505540811),57.29101181,1042760.679
POINT (612929.7335600334 5469944.627771398),59.3776741,1042775.272
POINT (612918.1516195389 5469935.750027143),63.86862564,1042789.865
POINT (612906.5696416167 5469926.872308049),64.1424408,1042804.458
POINT (612894.9876262631 5469917.994614111),60.1544838,1042819.052
POINT (612883.4055734818 5469909.116945334),60.22564316,1042833.645
POINT (612871.8234832694 5469900.239301714),60.40811157,1042848.238
POINT (612860.2413556277 5469891.361683253),59.36327362,1042862.831
POINT (612848.6591905586 5469882.484089953),57.62704086,1042877.424
POINT (612837.0769880605 5469873.606521809),55.78412628,1042892.017
POINT (612825.4665058759 5469864.815862792),54.95470047,1042906.581
POINT (612813.7274494702 5469856.420660621),54.00209808,1042921.013
POINT (612801.9883573025 5469848.025484241),52.41635895,1042935.445
POINT (612790.2492293708 5469839.630333648),50.99499512,1042949.877
POINT (612778.8000700905 5469830.385292737),51.12883759,1042964.603
POINT (612767.4662897984 5469820.802020217),50.14648819,1042979.445
POINT (612756.1740752397 5469811.122889118),49.24293137,1042994.326
POINT (612745.9067206347 5469799.08181756),47.93357468,1043010.15
POINT (612735.6393201429 5469787.040766131),43.70096588,1043025.974
POINT (612725.2669975241 5469775.215653121),41.23733902,1043041.707
POINT (612714.6951750718 5469763.801196803),40.37604523,1043057.265
POINT (612704.1233080049 5469752.386761731),40.78564072,1043072.823
POINT (612693.5513963276 5469740.972347908),40.42736053,1043088.381
POINT (612682.9794400358 5469729.557955331),40.31151199,1043103.939
POINT (612677.1830095457 5469713.030589404),39.6257515,1043122.084
POINT (612667.4876008087 5469701.977025724),40.22809982,1043137.753
POINT (612655.5822808415 5469694.144057904),41.04795456,1043152.011
POINT (612643.5885542403 5469686.607651317),42.06670761,1043166.176
POINT (612631.5947950329 5469679.071271556),41.88614273,1043180.341
POINT (612619.6010032232 5469671.534918621),41.56983566,1043194.506
POINT (612607.6071788094 5469663.998592511),38.83375549,1043208.671
POINT (612595.6133217895 5469656.462293227),37.82011032,1043222.836
POINT (612583.2479274136 5469650.921928079),37.35737228,1043236.593
POINT (612570.3508817236 5469648.237790644),37.41570282,1043249.767
POINT (612557.6250034322 5469644.368709717),37.96315002,1043263.129
POINT (612545.098688655 5469639.118055328),38.83555603,1043276.711
POINT (612535.388719491 5469628.267847013),41.30469131,1043292.524
POINT (612528.8002584337 5469611.21130746),42.22552109,1043310.809
POINT (612522.2117862192 5469594.154746861),44.74687195,1043329.093
POINT (612515.623323811 5469577.098145871),52.90949631,1043347.378
POINT (612509.0348177192 5469560.041553847),62.4324913,1043365.663
POINT (612502.4462679476 5469542.984970792),71.81775665,1043383.948
POINT (612496.4691070957 5469525.404643347),80.02487946,1043402.52
POINT (612491.873088332 5469506.876384527),86.79553223,1043421.626
POINT (612489.221573806 5469487.449583214),91.37497711,1043441.257
POINT (612487.1184770433 5469467.797959113),94.47363281,1043461.021
POINT (612484.4838500471 5469448.314675518),97.37422943,1043480.683
POINT (612481.262515171 5469429.159000872),98.78154755,1043500.158
POINT (612474.6726035977 5469412.134282345),99.72407532,1043518.43
POINT (612465.8357627629 5469397.682924209),100.4751434,1043535.369
POINT (612455.1540843019 5469386.606039371),100.5326538,1043550.806
POINT (612443.3469808797 5469378.753079876),100.0479431,1043565.142
POINT (612431.0323333791 5469372.484334426),99.09366608,1043578.96
POINT (612418.7176583167 5469366.215617124),97.31817627,1043592.779
POINT (612406.4029556946 5469359.946927969),95.06632233,1043606.597
POINT (612394.4782481999 5469352.32125175),93.00764465,1043620.827
POINT (612383.0096100632 5469343.108665439),99.20715332,1043635.537
POINT (612371.5409333888 5469333.896103828),95.14272308,1043650.248
POINT (612358.8365547975 5469330.171217215),85.92961121,1043663.63
POINT (612345.975161561 5469327.143606483),74.38775635,1043676.843
POINT (612333.1137551112 5469324.116026153),68.03064728,1043690.056
POINT (612320.2523354443 5469321.08847623),62.11754227,1043703.269
